Product Name,Pack size,CFA region,CFA,Jan -2026 (in kL)
SKU_005,1 X 7.5 LT,West,Bhiwandi CFA,3.66
SKU_005,1 X 7.5 LT,West,Ahmedabad CFA,2.988
SKU_006,1 X 210 LT,East,Kolkata CFA,0.504
SKU_006,1 X 210 LT,East,Guwahati CFA,11.592
SKU_006,1 X 210 LT,East,Kanpur CFA,0.336
SKU_006,1 X 210 LT,East,Jamshedpur CFA,0
SKU_006,1 X 210 LT,North,Rajpura CFA,9.744
SKU_006,1 X 210 LT,North,Haryana CFA,6.048000000000001
SKU_006,1 X 210 LT,South,Bangalore CFA,1.176
SKU_006,1 X 210 LT,South,Hyderabad CFA,0
SKU_006,1 X 210 LT,West,Bhiwandi CFA,1.176
SKU_006,1 X 210 LT,West,Ahmedabad CFA,1.512
SKU_007,4 X 3.5 LT,East,Kolkata CFA,2.0832
SKU_007,4 X 3.5 LT,East,Guwahati CFA,1.3440000000000003
SKU_007,4 X 3.5 LT,East,Kanpur CFA,23.693600000000004
SKU_007,4 X 3.5 LT,East,Jamshedpur CFA,1.4420000000000002
SKU_007,4 X 3.5 LT,North,Rajpura CFA,3.08
SKU_007,4 X 3.5 LT,North,Haryana CFA,26.1716
SKU_007,4 X 3.5 LT,South,Bangalore CFA,6.9664
SKU_007,4 X 3.5 LT,South,Hyderabad CFA,0.8204000000000001
SKU_007,4 X 3.5 LT,West,Bhiwandi CFA,7.750400000000001
SKU_007,4 X 3.5 LT,West,Ahmedabad CFA,2.8672000000000004
SKU_008,20 X 1 LT,East,Kolkata CFA,0.3296
SKU_008,20 X 1 LT,East,Guwahati CFA,0.7200000000000001
SKU_008,20 X 1 LT,East,Kanpur CFA,5.74
SKU_008,20 X 1 LT,East,Jamshedpur CFA,0.46399999999999997
SKU_008,20 X 1 LT,North,Rajpura CFA,2.256
SKU_008,20 X 1 LT,North,Haryana CFA,13.084800000000001
SKU_008,20 X 1 LT,South,Bangalore CFA,7.077600000000001
SKU_008,20 X 1 LT,South,Hyderabad CFA,3.3472000000000004
SKU_008,20 X 1 LT,West,Bhiwandi CFA,8.656
SKU_008,20 X 1 LT,West,Ahmedabad CFA,4.224
SKU_009,4 X 3 LT,East,Kolkata CFA,3.7896
SKU_009,4 X 3 LT,East,Guwahati CFA,1.9488
SKU_009,4 X 3 LT,East,Kanpur CFA,14.488799999999998
SKU_009,4 X 3 LT,East,Jamshedpur CFA,2.3568000000000002
SKU_009,4 X 3 LT,North,Rajpura CFA,1.3152
SKU_009,4 X 3 LT,North,Haryana CFA,5.7144
SKU_009,4 X 3 LT,South,Bangalore CFA,9.1944
SKU_009,4 X 3 LT,South,Hyderabad CFA,10.3152
SKU_009,4 X 3 LT,West,Bhiwandi CFA,7.248000000000001
SKU_009,4 X 3 LT,West,Ahmedabad CFA,1.0656
SKU_010,1 X 8.5 LT,East,Kolkata CFA,1.4892
SKU_010,1 X 8.5 LT,East,Guwahati CFA,2.482
SKU_010,1 X 8.5 LT,East,Kanpur CFA,9.0916
SKU_010,1 X 8.5 LT,East,Jamshedpur CFA,1.7476
SKU_010,1 X 8.5 LT,North,Rajpura CFA,1.6456
SKU_010,1 X 8.5 LT,North,Haryana CFA,4.2364
SKU_010,1 X 8.5 LT,South,Bangalore CFA,0.7208000000000001
SKU_010,1 X 8.5 LT,South,Hyderabad CFA,1.2104
SKU_010,1 X 8.5 LT,West,Bhiwandi CFA,0.30600000000000005
SKU_010,1 X 8.5 LT,West,Ahmedabad CFA,3.2572000000000005
SKU_011,20 X 900 ML,East,Kolkata CFA,5.441040000000001
SKU_011,20 X 900 ML,East,Guwahati CFA,4.52016
SKU_011,20 X 900 ML,East,Kanpur CFA,8.96832
SKU_011,20 X 900 ML,East,Jamshedpur CFA,4.9370400000000005
SKU_011,20 X 900 ML,North,Rajpura CFA,1.8864
SKU_011,20 X 900 ML,North,Haryana CFA,10.0152
SKU_011,20 X 900 ML,South,Bangalore CFA,6.01848
SKU_011,20 X 900 ML,South,Hyderabad CFA,22.60368
SKU_011,20 X 900 ML,West,Bhiwandi CFA,5.616
SKU_011,20 X 900 ML,West,Ahmedabad CFA,1.1952
SKU_012,1 X 15 LT,East,Kolkata CFA,4.188000000000001
SKU_012,1 X 15 LT,East,Guwahati CFA,3.0600000000000005
SKU_012,1 X 15 LT,East,Kanpur CFA,8.604000000000001
SKU_012,1 X 15 LT,East,Jamshedpur CFA,5.112
SKU_012,1 X 15 LT,North,Rajpura CFA,6.300000000000001
SKU_012,1 X 15 LT,North,Haryana CFA,8.76
SKU_012,1 X 15 LT,South,Bangalore CFA,1.524
SKU_012,1 X 15 LT,South,Hyderabad CFA,1.8239999999999998
SKU_012,1 X 15 LT,West,Bhiwandi CFA,2.124
SKU_012,1 X 15 LT,West,Ahmedabad CFA,1.8840000000000001
SKU_013,1 X 15 LT,East,Kolkata CFA,5.892
SKU_013,1 X 15 LT,East,Guwahati CFA,5.928000000000001
SKU_013,1 X 15 LT,East,Kanpur CFA,0.7440000000000001
SKU_013,1 X 15 LT,East,Jamshedpur CFA,0.46799999999999997
SKU_013,1 X 15 LT,North,Rajpura CFA,0.06
SKU_013,1 X 15 LT,North,Haryana CFA,0.6240000000000001
SKU_013,1 X 15 LT,South,Bangalore CFA,7.475999999999999
SKU_013,1 X 15 LT,South,Hyderabad CFA,9.924
SKU_013,1 X 15 LT,West,Bhiwandi CFA,13.524000000000001
SKU_013,1 X 15 LT,West,Ahmedabad CFA,0.5519999999999999
SKU_014,1 X 7.5 LT,East,Kolkata CFA,3.2880000000000003
SKU_014,1 X 7.5 LT,East,Guwahati CFA,2.2920000000000003
SKU_014,1 X 7.5 LT,East,Kanpur CFA,17.196
SKU_014,1 X 7.5 LT,East,Jamshedpur CFA,2.5860000000000003
SKU_014,1 X 7.5 LT,North,Rajpura CFA,3.414
SKU_014,1 X 7.5 LT,North,Haryana CFA,3.2700000000000005
SKU_014,1 X 7.5 LT,South,Bangalore CFA,2.808
SKU_014,1 X 7.5 LT,South,Hyderabad CFA,1.6500000000000001
SKU_014,1 X 7.5 LT,West,Bhiwandi CFA,3.12
SKU_014,1 X 7.5 LT,West,Ahmedabad CFA,0.672
SKU_015,20 X 1 LT,East,Kolkata CFA,0.24
SKU_015,20 X 1 LT,East,Guwahati CFA,1.6800000000000002
SKU_015,20 X 1 LT,East,Kanpur CFA,9.342400000000001
SKU_015,20 X 1 LT,East,Jamshedpur CFA,0.5592
SKU_015,20 X 1 LT,North,Rajpura CFA,3.168
SKU_015,20 X 1 LT,North,Haryana CFA,8.1008
SKU_015,20 X 1 LT,South,Bangalore CFA,11.2232
SKU_015,20 X 1 LT,South,Hyderabad CFA,4.0168
SKU_015,20 X 1 LT,West,Bhiwandi CFA,0.656
SKU_015,20 X 1 LT,West,Ahmedabad CFA,0.768
SKU_016,1 X 10 LT,East,Kolkata CFA,0.784
SKU_016,1 X 10 LT,East,Guwahati CFA,0.32000000000000006
SKU_016,1 X 10 LT,East,Kanpur CFA,9.496
SKU_016,1 X 10 LT,East,Jamshedpur CFA,0
SKU_016,1 X 10 LT,North,Rajpura CFA,0.168
SKU_016,1 X 10 LT,North,Haryana CFA,1.7440000000000002
SKU_016,1 X 10 LT,South,Bangalore CFA,0.7440000000000001
SKU_016,1 X 10 LT,South,Hyderabad CFA,0.048
SKU_016,1 X 10 LT,West,Bhiwandi CFA,0
SKU_016,1 X 10 LT,West,Ahmedabad CFA,0.23199999999999998
SKU_017,1 X 20 LT,East,Kolkata CFA,5.056000000000001
SKU_017,1 X 20 LT,East,Guwahati CFA,20.416000000000004
SKU_017,1 X 20 LT,East,Jamshedpur CFA,0.5599999999999999
SKU_017,1 X 20 LT,North,Haryana CFA,0
SKU_017,1 X 20 LT,South,Bangalore CFA,18.272000000000002
SKU_017,1 X 20 LT,South,Hyderabad CFA,15.600000000000001
SKU_017,1 X 20 LT,West,Bhiwandi CFA,10.336
SKU_018,4 X 3.5 LT,East,Kolkata CFA,0.019600000000000003
SKU_018,4 X 3.5 LT,East,Guwahati CFA,4.5304
SKU_018,4 X 3.5 LT,East,Kanpur CFA,0.0952
SKU_018,4 X 3.5 LT,East,Jamshedpur CFA,0.022400000000000003
SKU_018,4 X 3.5 LT,North,Rajpura CFA,2.7775999999999996
SKU_018,4 X 3.5 LT,North,Haryana CFA,0.504
SKU_018,4 X 3.5 LT,South,Bangalore CFA,0.8372
SKU_018,4 X 3.5 LT,South,Hyderabad CFA,0.168
SKU_018,4 X 3.5 LT,West,Bhiwandi CFA,2.0048000000000004
SKU_018,4 X 3.5 LT,West,Ahmedabad CFA,0.4704
SKU_019,1 X 210 LT,East,Kolkata CFA,6.384
SKU_019,1 X 210 LT,East,Guwahati CFA,3.024
SKU_019,1 X 210 LT,East,Kanpur CFA,2.52
SKU_019,1 X 210 LT,East,Jamshedpur CFA,3.3600000000000003
SKU_019,1 X 210 LT,North,Rajpura CFA,1.6800000000000002
SKU_019,1 X 210 LT,North,Haryana CFA,8.4
SKU_019,1 X 210 LT,South,Bangalore CFA,0.504
SKU_019,1 X 210 LT,South,Hyderabad CFA,1.512
SKU_019,1 X 210 LT,West,Bhiwandi CFA,2.184
SKU_019,1 X 210 LT,West,Ahmedabad CFA,0.504
SKU_020,1 X 210 LT,East,Kolkata CFA,0.672
SKU_020,1 X 210 LT,East,Guwahati CFA,1.176
SKU_020,1 X 210 LT,East,Kanpur CFA,0
SKU_020,1 X 210 LT,East,Jamshedpur CFA,1.008
SKU_020,1 X 210 LT,North,Rajpura CFA,4.704
SKU_020,1 X 210 LT,North,Haryana CFA,14.952000000000002
SKU_020,1 X 210 LT,South,Bangalore CFA,12.768
SKU_020,1 X 210 LT,South,Hyderabad CFA,4.032
SKU_020,1 X 210 LT,West,Bhiwandi CFA,12.432
SKU_020,1 X 210 LT,West,Ahmedabad CFA,3.3600000000000003
SKU_021,20 X 1 LT,East,Kolkata CFA,3.1512000000000002
SKU_021,20 X 1 LT,East,Guwahati CFA,0.8480000000000001
SKU_021,20 X 1 LT,East,Kanpur CFA,3.1216
SKU_021,20 X 1 LT,East,Jamshedpur CFA,1.8904
SKU_021,20 X 1 LT,North,Rajpura CFA,1.1808
SKU_021,20 X 1 LT,North,Haryana CFA,4.888000000000001
SKU_021,20 X 1 LT,South,Bangalore CFA,14.1128
SKU_021,20 X 1 LT,South,Hyderabad CFA,17.2928
SKU_021,20 X 1 LT,West,Bhiwandi CFA,12.624
SKU_021,20 X 1 LT,West,Ahmedabad CFA,0.8160000000000001
SKU_022,1 X 210 LT,East,Kolkata CFA,0
SKU_022,1 X 210 LT,East,Kanpur CFA,0
SKU_022,1 X 210 LT,East,Jamshedpur CFA,0
SKU_022,1 X 210 LT,North,Rajpura CFA,2.688
SKU_022,1 X 210 LT,North,Haryana CFA,3.696
SKU_022,1 X 210 LT,South,Bangalore CFA,1.344
SKU_022,1 X 210 LT,South,Hyderabad CFA,0.168
SKU_022,1 X 210 LT,West,Bhiwandi CFA,7.56
SKU_022,1 X 210 LT,West,Ahmedabad CFA,9.072000000000001
SKU_023,1 X 20 LT,East,Kolkata CFA,8.064
SKU_023,1 X 20 LT,East,Guwahati CFA,25.424
SKU_023,1 X 20 LT,East,Jamshedpur CFA,0.08000000000000002
SKU_023,1 X 20 LT,South,Bangalore CFA,15.632
SKU_023,1 X 20 LT,South,Hyderabad CFA,16.48
SKU_023,1 X 20 LT,West,Bhiwandi CFA,12.816
SKU_024,1 X 15 LT,East,Kolkata CFA,8.064
SKU_024,1 X 15 LT,East,Guwahati CFA,20.724
SKU_024,1 X 15 LT,East,Jamshedpur CFA,0.336
SKU_024,1 X 15 LT,South,Bangalore CFA,37.379999999999995
SKU_024,1 X 15 LT,South,Hyderabad CFA,12.648000000000001
SKU_024,1 X 15 LT,West,Bhiwandi CFA,24.204000000000004
SKU_025,1 X 7.5 LT,East,Kolkata CFA,1.176
SKU_025,1 X 7.5 LT,East,Guwahati CFA,1.6620000000000001
SKU_025,1 X 7.5 LT,East,Kanpur CFA,3.516
SKU_025,1 X 7.5 LT,East,Jamshedpur CFA,2.286
SKU_025,1 X 7.5 LT,North,Rajpura CFA,3.12
SKU_025,1 X 7.5 LT,North,Haryana CFA,1.83
SKU_025,1 X 7.5 LT,South,Bangalore CFA,3.354
SKU_025,1 X 7.5 LT,South,Hyderabad CFA,2.568
SKU_025,1 X 7.5 LT,West,Bhiwandi CFA,2.454
SKU_025,1 X 7.5 LT,West,Ahmedabad CFA,0.8340000000000001
SKU_026,1 X 180 KG,East,Kolkata CFA,2.16
SKU_026,1 X 180 KG,East,Guwahati CFA,2.4480000000000004
SKU_026,1 X 180 KG,East,Kanpur CFA,3.888
SKU_026,1 X 180 KG,East,Jamshedpur CFA,2.1599999999999997
SKU_026,1 X 180 KG,North,Rajpura CFA,0.72
SKU_026,1 X 180 KG,North,Haryana CFA,3.3120000000000007
SKU_026,1 X 180 KG,South,Bangalore CFA,19.296
SKU_026,1 X 180 KG,South,Hyderabad CFA,5.904
SKU_026,1 X 180 KG,West,Bhiwandi CFA,2.8800000000000003
SKU_026,1 X 180 KG,West,Ahmedabad CFA,1.584
SKU_027,20 X 700 ML,East,Kolkata CFA,0.0028000000000000004
SKU_027,20 X 700 ML,East,Guwahati CFA,0.9744
SKU_027,20 X 700 ML,East,Kanpur CFA,0.8847999999999999
SKU_027,20 X 700 ML,East,Jamshedpur CFA,0.49224
SKU_027,20 X 700 ML,North,Rajpura CFA,0.1904
SKU_027,20 X 700 ML,North,Haryana CFA,3.64
SKU_027,20 X 700 ML,South,Bangalore CFA,4.9694400000000005
SKU_027,20 X 700 ML,South,Hyderabad CFA,3.3213600000000003
SKU_027,20 X 700 ML,West,Bhiwandi CFA,2.408
SKU_027,20 X 700 ML,West,Ahmedabad CFA,1.3888
SKU_028,1 X 50 LT,East,Kolkata CFA,8.56
SKU_028,1 X 50 LT,East,Guwahati CFA,15.719999999999999
SKU_028,1 X 50 LT,East,Jamshedpur CFA,0.24
SKU_028,1 X 50 LT,South,Bangalore CFA,13.8
SKU_028,1 X 50 LT,South,Hyderabad CFA,11.72
SKU_028,1 X 50 LT,West,Bhiwandi CFA,14.440000000000001
SKU_029,4 X 3.5 LT,East,Kolkata CFA,1.8228000000000002
SKU_029,4 X 3.5 LT,East,Guwahati CFA,1.6436000000000002
SKU_029,4 X 3.5 LT,East,Kanpur CFA,5.5132
SKU_029,4 X 3.5 LT,East,Jamshedpur CFA,2.4388
SKU_029,4 X 3.5 LT,North,Rajpura CFA,3.8108000000000004
SKU_029,4 X 3.5 LT,North,Haryana CFA,7.2128000000000005
SKU_029,4 X 3.5 LT,South,Bangalore CFA,3.486
SKU_029,4 X 3.5 LT,South,Hyderabad CFA,3.1052
SKU_029,4 X 3.5 LT,West,Bhiwandi CFA,5.9696
SKU_029,4 X 3.5 LT,West,Ahmedabad CFA,1.5792000000000002
SKU_030,20 X 1 LT,East,Kolkata CFA,0.7032
SKU_030,20 X 1 LT,East,Guwahati CFA,0
SKU_030,20 X 1 LT,East,Kanpur CFA,2.3096
SKU_030,20 X 1 LT,East,Jamshedpur CFA,0.23199999999999998
SKU_030,20 X 1 LT,North,Rajpura CFA,3.3280000000000003
SKU_030,20 X 1 LT,North,Haryana CFA,3.6144
SKU_030,20 X 1 LT,South,Bangalore CFA,0.9568
SKU_030,20 X 1 LT,South,Hyderabad CFA,1.984
SKU_030,20 X 1 LT,West,Bhiwandi CFA,1.2000000000000002
SKU_030,20 X 1 LT,West,Ahmedabad CFA,0.512
SKU_031,1 X 15 LT,East,Kolkata CFA,7.620000000000001
SKU_031,1 X 15 LT,East,Guwahati CFA,9.72
SKU_031,1 X 15 LT,East,Jamshedpur CFA,0.44400000000000006
SKU_031,1 X 15 LT,South,Bangalore CFA,10.836
SKU_031,1 X 15 LT,South,Hyderabad CFA,5.136
SKU_031,1 X 15 LT,West,Bhiwandi CFA,9.168000000000001
SKU_032,10 X 1 LT,East,Kolkata CFA,3.4536000000000002
SKU_032,10 X 1 LT,East,Guwahati CFA,2.2
SKU_032,10 X 1 LT,East,Kanpur CFA,6.916800000000001
SKU_032,10 X 1 LT,East,Jamshedpur CFA,1.0864
SKU_032,10 X 1 LT,North,Rajpura CFA,2.056
SKU_032,10 X 1 LT,North,Haryana CFA,1.8552
SKU_032,10 X 1 LT,South,Bangalore CFA,0.0704
SKU_032,10 X 1 LT,South,Hyderabad CFA,2.8456
SKU_032,10 X 1 LT,West,Bhiwandi CFA,1.904
SKU_032,10 X 1 LT,West,Ahmedabad CFA,0
SKU_033,1 X 210 LT,East,Kolkata CFA,7.896
SKU_033,1 X 210 LT,East,Guwahati CFA,2.856
SKU_033,1 X 210 LT,East,Kanpur CFA,3.3600000000000003
SKU_033,1 X 210 LT,East,Jamshedpur CFA,4.5360000000000005
SKU_033,1 X 210 LT,North,Rajpura CFA,1.512
SKU_033,1 X 210 LT,North,Haryana CFA,4.2
SKU_033,1 X 210 LT,South,Bangalore CFA,13.272
SKU_033,1 X 210 LT,South,Hyderabad CFA,2.352
SKU_033,1 X 210 LT,West,Bhiwandi CFA,1.848
SKU_033,1 X 210 LT,West,Ahmedabad CFA,2.184
SKU_034,20 X 1 LT,East,Kolkata CFA,0.544
SKU_034,20 X 1 LT,East,Guwahati CFA,0.6696
SKU_034,20 X 1 LT,East,Kanpur CFA,1.1480000000000001
SKU_034,20 X 1 LT,East,Jamshedpur CFA,0.15200000000000002
SKU_034,20 X 1 LT,North,Rajpura CFA,0
SKU_034,20 X 1 LT,North,Haryana CFA,0.2792
SKU_034,20 X 1 LT,South,Bangalore CFA,1.2000000000000002
SKU_034,20 X 1 LT,South,Hyderabad CFA,2.5128000000000004
SKU_034,20 X 1 LT,West,Bhiwandi CFA,0.784
SKU_034,20 X 1 LT,West,Ahmedabad CFA,0.192
SKU_035,1 X 210 LT,East,Kolkata CFA,1.848
SKU_035,1 X 210 LT,East,Guwahati CFA,2.6880000000000006
SKU_035,1 X 210 LT,East,Kanpur CFA,4.5360000000000005
SKU_035,1 X 210 LT,East,Jamshedpur CFA,0.8400000000000001
SKU_035,1 X 210 LT,North,Rajpura CFA,1.344
SKU_035,1 X 210 LT,North,Haryana CFA,5.5440000000000005
SKU_035,1 X 210 LT,South,Bangalore CFA,8.232
SKU_035,1 X 210 LT,South,Hyderabad CFA,7.896000000000001
SKU_035,1 X 210 LT,West,Bhiwandi CFA,8.736
SKU_035,1 X 210 LT,West,Ahmedabad CFA,8.736
SKU_036,1 X 20 LT,East,Kolkata CFA,4.032
SKU_036,1 X 20 LT,East,Guwahati CFA,0.6080000000000001
SKU_036,1 X 20 LT,East,Kanpur CFA,4.736
SKU_036,1 X 20 LT,East,Jamshedpur CFA,1.8079999999999998
SKU_036,1 X 20 LT,North,Rajpura CFA,1.968
SKU_036,1 X 20 LT,North,Haryana CFA,0.9120000000000001
SKU_036,1 X 20 LT,South,Bangalore CFA,1.568
SKU_036,1 X 20 LT,South,Hyderabad CFA,2.704
SKU_036,1 X 20 LT,West,Bhiwandi CFA,0.43200000000000005
SKU_036,1 X 20 LT,West,Ahmedabad CFA,0.752
SKU_037,1 X 7.5 LT,East,Kolkata CFA,0.8880000000000001
SKU_037,1 X 7.5 LT,East,Guwahati CFA,0.16200000000000003
SKU_037,1 X 7.5 LT,East,Kanpur CFA,2.664
SKU_037,1 X 7.5 LT,East,Jamshedpur CFA,1.254
SKU_037,1 X 7.5 LT,North,Rajpura CFA,1.524
SKU_037,1 X 7.5 LT,North,Haryana CFA,1.968
SKU_037,1 X 7.5 LT,South,Bangalore CFA,2.004
SKU_037,1 X 7.5 LT,South,Hyderabad CFA,1.32
SKU_037,1 X 7.5 LT,West,Bhiwandi CFA,0.8039999999999999
SKU_037,1 X 7.5 LT,West,Ahmedabad CFA,0.40199999999999997
SKU_038,4 X 3 LT,East,Kolkata CFA,2.172
SKU_038,4 X 3 LT,East,Guwahati CFA,0.72
SKU_038,4 X 3 LT,East,Kanpur CFA,2.7864000000000004
SKU_038,4 X 3 LT,East,Jamshedpur CFA,1.2480000000000002
SKU_038,4 X 3 LT,North,Rajpura CFA,4.464
SKU_038,4 X 3 LT,North,Haryana CFA,3.636
SKU_038,4 X 3 LT,South,Bangalore CFA,3.1608
SKU_038,4 X 3 LT,South,Hyderabad CFA,3.7488
SKU_038,4 X 3 LT,West,Bhiwandi CFA,3.0912
SKU_038,4 X 3 LT,West,Ahmedabad CFA,1.9296
SKU_039,20 X 1 LT,East,Kolkata CFA,1.136
SKU_039,20 X 1 LT,East,Guwahati CFA,0.752
SKU_039,20 X 1 LT,East,Kanpur CFA,1.8503999999999998
SKU_039,20 X 1 LT,East,Jamshedpur CFA,1.168
SKU_039,20 X 1 LT,North,Rajpura CFA,1.4240000000000002
SKU_039,20 X 1 LT,North,Haryana CFA,0.784
SKU_039,20 X 1 LT,South,Bangalore CFA,0.512
SKU_039,20 X 1 LT,South,Hyderabad CFA,0.08080000000000001
SKU_039,20 X 1 LT,West,Bhiwandi CFA,0
SKU_039,20 X 1 LT,West,Ahmedabad CFA,1.056
SKU_040,1 X 210 LT,East,Kolkata CFA,0
SKU_040,1 X 210 LT,East,Kanpur CFA,0.504
SKU_040,1 X 210 LT,East,Jamshedpur CFA,0
SKU_040,1 X 210 LT,North,Rajpura CFA,0.336
SKU_040,1 X 210 LT,North,Haryana CFA,5.04
SKU_040,1 X 210 LT,South,Bangalore CFA,7.392
SKU_040,1 X 210 LT,South,Hyderabad CFA,0.168
SKU_040,1 X 210 LT,West,Bhiwandi CFA,7.56
SKU_040,1 X 210 LT,West,Ahmedabad CFA,10.416
SKU_041,1 X 210 LT,East,Kolkata CFA,2.016
SKU_041,1 X 210 LT,East,Guwahati CFA,5.208
SKU_041,1 X 210 LT,East,Kanpur CFA,8.904000000000002
SKU_041,1 X 210 LT,East,Jamshedpur CFA,9.912
SKU_041,1 X 210 LT,North,Rajpura CFA,8.568000000000001
SKU_041,1 X 210 LT,North,Haryana CFA,6.720000000000001
SKU_041,1 X 210 LT,South,Bangalore CFA,2.184
SKU_041,1 X 210 LT,South,Hyderabad CFA,4.704
SKU_041,1 X 210 LT,West,Bhiwandi CFA,3.024
SKU_041,1 X 210 LT,West,Ahmedabad CFA,4.872
SKU_042,4 X 5 LT,East,Kolkata CFA,2.368
SKU_042,4 X 5 LT,East,Guwahati CFA,0.256
SKU_042,4 X 5 LT,East,Kanpur CFA,4.132000000000001
SKU_042,4 X 5 LT,East,Jamshedpur CFA,1.008
SKU_042,4 X 5 LT,North,Rajpura CFA,1.616
SKU_042,4 X 5 LT,North,Haryana CFA,0.6240000000000001
SKU_042,4 X 5 LT,South,Bangalore CFA,0.916
SKU_042,4 X 5 LT,South,Hyderabad CFA,2.1
SKU_042,4 X 5 LT,West,Bhiwandi CFA,1.2000000000000002
SKU_042,4 X 5 LT,West,Ahmedabad CFA,0.41600000000000004
SKU_043,1 X 7.5 LT,East,Kolkata CFA,0.39
SKU_043,1 X 7.5 LT,East,Guwahati CFA,0.36
SKU_043,1 X 7.5 LT,East,Kanpur CFA,6.93
SKU_043,1 X 7.5 LT,East,Jamshedpur CFA,0.7440000000000001
SKU_043,1 X 7.5 LT,North,Rajpura CFA,2.85
SKU_043,1 X 7.5 LT,North,Haryana CFA,4.920000000000001
SKU_043,1 X 7.5 LT,South,Bangalore CFA,2.5080000000000005
SKU_043,1 X 7.5 LT,South,Hyderabad CFA,2.2079999999999997
SKU_043,1 X 7.5 LT,West,Bhiwandi CFA,3.1620000000000004
SKU_043,1 X 7.5 LT,West,Ahmedabad CFA,3.732
SKU_044,1 X 8.5 LT,East,Kolkata CFA,0.2584
SKU_044,1 X 8.5 LT,East,Guwahati CFA,0.027200000000000002
SKU_044,1 X 8.5 LT,East,Kanpur CFA,2.1012
SKU_044,1 X 8.5 LT,East,Jamshedpur CFA,0.1904
SKU_044,1 X 8.5 LT,North,Rajpura CFA,0.054400000000000004
SKU_044,1 X 8.5 LT,North,Haryana CFA,1.6728000000000003
SKU_044,1 X 8.5 LT,South,Bangalore CFA,0.8772000000000001
SKU_044,1 X 8.5 LT,South,Hyderabad CFA,1.938
SKU_044,1 X 8.5 LT,West,Bhiwandi CFA,5.4672
SKU_044,1 X 8.5 LT,West,Ahmedabad CFA,0.9588
SKU_045,1 X 210 LT,East,Kolkata CFA,0
SKU_045,1 X 210 LT,East,Jamshedpur CFA,0
SKU_045,1 X 210 LT,North,Haryana CFA,24.024
SKU_045,1 X 210 LT,West,Bhiwandi CFA,16.632
